Hour,Load [MW],,,Load factor [MW/MWavg],,,Load factor [MW/MWh-year],,
316,6576,7698,7808,0.9282,1.0768,1.1257,0.00010596,0.000122927,0.000128503
317,6990,7968,7471,0.9866,1.1146,1.0771,0.000112631,0.000127239,0.000122957
318,7797,8403,7535,1.1006,1.1755,1.0863,0.000125635,0.000134185,0.00012401
319,8776,9367,7651,1.2387,1.3103,1.1031,0.000141409,0.000149579,0.000125919
320,9317,9829,7965,1.3151,1.3749,1.1483,0.000150127,0.000156957,0.000131087
321,9415,9873,7634,1.3289,1.3811,1.1006,0.000151706,0.000157659,0.000125639
322,9601,9886,7789,1.3552,1.3829,1.1229,0.000154703,0.000157867,0.00012819
323,9692,9792,7972,1.3680,1.3698,1.1493,0.000156169,0.000156366,0.000131202
324,9278,9498,8044,1.3096,1.3286,1.1597,0.000149498,0.000151671,0.000132387
325,9224,9614,8397,1.3020,1.3449,1.2106,0.000148628,0.000153524,0.000138197
326,9128,9575,8456,1.2884,1.3394,1.2191,0.000147081,0.000152901,0.000139168
327,9008,9504,8461,1.2715,1.3295,1.2198,0.000145148,0.000151767,0.00013925
328,9002,9508,8528,1.2706,1.3300,1.2295,0.000145051,0.000151831,0.000140353
329,9266,9679,8269,1.3079,1.3540,1.1922,0.000149305,0.000154562,0.00013609
330,9319,9691,8380,1.3154,1.3556,1.2082,0.000150159,0.000154753,0.000137917
331,8903,9367,8117,1.2567,1.3103,1.1702,0.000143456,0.000149579,0.000133589
332,8394,8788,7733,1.1848,1.2293,1.1149,0.000135254,0.000140333,0.000127269
333,8118,8421,7577,1.1459,1.1780,1.0924,0.000130807,0.000134473,0.000124701
334,7876,8291,7628,1.1117,1.1598,1.0997,0.000126908,0.000132397,0.000125541
335,7522,7872,7677,1.0617,1.1012,1.1068,0.000121203,0.000125706,0.000126347
336,7347,7876,7829,1.0370,1.1017,1.1287,0.000118384,0.00012577,0.000128849
337,7271,8010,7952,1.0263,1.1205,1.1464,0.000117159,0.00012791,0.000130873
338,7338,8046,7864,1.0358,1.1255,1.1338,0.000118239,0.000128485,0.000129425
339,7312,7868,7759,1.0321,1.1006,1.1186,0.00011782,0.000125642,0.000127697
340,7048,7764,7554,0.9948,1.0861,1.0891,0.000113566,0.000123981,0.000124323
341,7267,7854,7563,1.0257,1.0987,1.0904,0.000117095,0.000125419,0.000124471
342,8077,8431,7460,1.1401,1.1794,1.0755,0.000130146,0.000134633,0.000122776
343,9019,9283,7420,1.2730,1.2986,1.0697,0.000145325,0.000148238,0.000122118
344,9414,9717,7624,1.3288,1.3593,1.0992,0.00015169,0.000155168,0.000125475
345,9317,9714,7914,1.3151,1.3589,1.1410,0.000150127,0.00015512,0.000130248
346,9306,9680,7917,1.3136,1.3541,1.1414,0.000149949,0.000154577,0.000130297
347,9337,9578,7935,1.3179,1.3398,1.1440,0.000150449,0.000152949,0.000130593
348,8925,9286,8115,1.2598,1.2990,1.1699,0.00014381,0.000148286,0.000133556
349,8909,9291,8001,1.2575,1.2997,1.1535,0.000143552,0.000148366,0.00013168
350,8754,9204,7922,1.2356,1.2875,1.1421,0.000141055,0.000146976,0.000130379
351,8579,9086,7898,1.2109,1.2710,1.1387,0.000138235,0.000145092,0.000129984
352,8622,9116,8109,1.2170,1.2752,1.1691,0.000138928,0.000145571,0.000133457
353,9061,9483,8213,1.2790,1.3265,1.1841,0.000146002,0.000151432,0.000135169
354,9226,9533,8333,1.3023,1.3335,1.2014,0.00014866,0.00015223,0.000137144
355,8860,9205,8213,1.2506,1.2877,1.1841,0.000142763,0.000146992,0.000135169
356,8397,8681,8033,1.1852,1.2144,1.1581,0.000135302,0.000138625,0.000132206
357,8088,8340,8186,1.1416,1.1667,1.1802,0.000130323,0.000133179,0.000134724
358,7826,8264,8087,1.1047,1.1560,1.1659,0.000126102,0.000131966,0.000133095
359,7361,8045,7929,1.0390,1.1254,1.1431,0.000118609,0.000128469,0.000130495
360,7209,7970,8137,1.0176,1.1149,1.1731,0.00011616,0.000127271,0.000133918
361,7142,7957,8059,1.0081,1.1131,1.1619,0.00011508,0.000127063,0.000132634
362,7091,8107,7996,1.0009,1.1341,1.1528,0.000114259,0.000129459,0.000131597
363,7023,8031,8063,0.9913,1.1234,1.1625,0.000113163,0.000128245,0.0001327
364,6783,7762,7955,0.9574,1.0858,1.1469,0.000109296,0.000123949,0.000130922
365,7122,7756,8154,1.0053,1.0850,1.1756,0.000114758,0.000123854,0.000134198
366,7901,7427,8647,1.1152,1.0389,1.2466,0.00012731,0.0001186,0.000142311
367,8825,7337,9004,1.2457,1.0263,1.2981,0.000142199,0.000117163,0.000148187
368,9318,7645,9493,1.3153,1.0694,1.3686,0.000150143,0.000122081,0.000156235
369,9342,7962,9590,1.3186,1.1138,1.3826,0.000150529,0.000127143,0.000157831
370,9390,8096,9608,1.3254,1.1325,1.3852,0.000151303,0.000129283,0.000158127
371,9309,8220,9491,1.3140,1.1499,1.3683,0.000149998,0.000131263,0.000156202
372,9039,8653,9245,1.2759,1.2104,1.3329,0.000145647,0.000138178,0.000152153
373,9058,8849,9285,1.2786,1.2379,1.3386,0.000145953,0.000141307,0.000152811
374,8918,8657,9185,1.2588,1.2110,1.3242,0.000143697,0.000138241,0.000151166
375,8771,8299,9133,1.2380,1.1609,1.3167,0.000141329,0.000132525,0.00015031
376,8729,8252,9166,1.2321,1.1543,1.3215,0.000140652,0.000131774,0.000150853
377,9048,8534,9356,1.2771,1.1938,1.3489,0.000145792,0.000136277,0.00015398
378,9085,8676,9480,1.2824,1.2137,1.3667,0.000146388,0.000138545,0.000156021
379,8687,8402,9175,1.2262,1.1753,1.3228,0.000139975,0.000134169,0.000151001
380,8238,7973,8709,1.1628,1.1153,1.2556,0.00013274,0.000127319,0.000143332
381,7927,7913,8416,1.1189,1.1069,1.2133,0.000127729,0.000126361,0.00013851
382,7813,7873,8321,1.1028,1.1013,1.1996,0.000125892,0.000125722,0.000136946
383,7502,7834,8118,1.0589,1.0959,1.1704,0.000120881,0.000125099,0.000133605
384,7320,7948,8068,1.0332,1.1118,1.1632,0.000117949,0.00012692,0.000132782
385,7256,7832,8279,1.0242,1.0956,1.1936,0.000116917,0.000125067,0.000136255
386,7138,7729,8097,1.0075,1.0812,1.1674,0.000115016,0.000123422,0.000133259
387,7288,7573,8386,1.0287,1.0594,1.2090,0.000117433,0.000120931,0.000138016
388,7174,7417,8261,1.0126,1.0375,1.1910,0.000115596,0.00011844,0.000135959
389,7104,7439,8080,1.0027,1.0406,1.1649,0.000114468,0.000118792,0.00013298
390,7016,7279,8424,0.9903,1.0182,1.2145,0.00011305,0.000116237,0.000138641
391,6919,7240,9236,0.9766,1.0128,1.3316,0.000111487,0.000115614,0.000152005
392,7427,7482,9688,1.0483,1.0466,1.3967,0.000119673,0.000119478,0.000159444
393,7830,7866,9767,1.1052,1.1003,1.4081,0.000126166,0.00012561,0.000160744
394,8039,7941,9837,1.1347,1.1108,1.4182,0.000129534,0.000126808,0.000161896
395,8087,7911,9678,1.1415,1.1066,1.3953,0.000130307,0.000126329,0.000159279
396,8123,8195,9469,1.1466,1.1464,1.3652,0.000130887,0.000130864,0.00015584
397,8102,8085,9562,1.1436,1.1310,1.3786,0.000130549,0.000129107,0.00015737
398,7991,7919,9440,1.1279,1.1078,1.3610,0.000128761,0.000126457,0.000155362
399,7929,7845,9366,1.1192,1.0974,1.3503,0.000127762,0.000125275,0.000154145
400,8007,7991,9379,1.1302,1.1178,1.3522,0.000129018,0.000127606,0.000154359
401,8448,8218,9526,1.1924,1.1496,1.3734,0.000136124,0.000131231,0.000156778
402,8552,8631,9693,1.2071,1.2074,1.3975,0.0001378,0.000137826,0.000159526
403,8307,8510,9383,1.1725,1.1904,1.3528,0.000133852,0.000135894,0.000154424
404,7882,8214,8897,1.1126,1.1490,1.2827,0.000127004,0.000131167,0.000146426
405,7634,7991,8582,1.0776,1.1178,1.2373,0.000123008,0.000127606,0.000141242
406,7587,7994,8277,1.0709,1.1183,1.1933,0.000122251,0.000127654,0.000136222
407,7309,7907,8077,1.0317,1.1061,1.1645,0.000117771,0.000126265,0.00013293
408,7261,7961,7986,1.0249,1.1136,1.1514,0.000116998,0.000127127,0.000131433
409,7239,7842,8097,1.0218,1.0970,1.1674,0.000116643,0.000125227,0.000133259
410,7104,7789,8090,1.0027,1.0896,1.1663,0.000114468,0.000124381,0.000133144
411,7027,7898,8027,0.9919,1.1048,1.1573,0.000113227,0.000126121,0.000132107
412,7037,7929,7888,0.9933,1.1092,1.1372,0.000113389,0.000126616,0.00012982
413,6974,8388,7899,0.9844,1.1734,1.1388,0.000112373,0.000133946,0.000130001
414,6742,8735,8455,0.9516,1.2219,1.2190,0.000108635,0.000139487,0.000139151
415,6701,9672,9308,0.9459,1.3530,1.3419,0.000107975,0.00015445,0.00015319
416,7006,10093,9784,0.9889,1.4119,1.4106,0.000112889,0.000161173,0.000161024
417,7213,10153,9822,1.0181,1.4203,1.4160,0.000116224,0.000162131,0.000161649
418,7245,10114,9910,1.0226,1.4148,1.4287,0.00011674,0.000161508,0.000163098
419,7267,9956,9777,1.0257,1.3927,1.4096,0.000117095,0.000158985,0.000160909
420,7560,9656,9600,1.0671,1.3507,1.3840,0.000121816,0.000154194,0.000157996
421,7332,9698,9607,1.0349,1.3566,1.3851,0.000118142,0.000154865,0.000158111
422,7423,9597,9480,1.0478,1.3425,1.3667,0.000119608,0.000153252,0.000156021
423,7227,9551,9409,1.0201,1.3361,1.3565,0.00011645,0.000152518,0.000154852
424,7334,9634,9454,1.0352,1.3477,1.3630,0.000118174,0.000153843,0.000155593
425,7980,9935,9632,1.1264,1.3898,1.3887,0.000128583,0.00015865,0.000158522
426,8368,10085,9724,1.1812,1.4108,1.4019,0.000134835,0.000161045,0.000160036
427,8219,9761,9368,1.1601,1.3654,1.3506,0.000132434,0.000155871,0.000154177
428,7858,9253,8870,1.1092,1.2944,1.2788,0.000126617,0.000147759,0.000145981
429,7690,8899,8490,1.0855,1.2448,1.2240,0.00012391,0.000142106,0.000139727
430,7613,8801,8350,1.0746,1.2311,1.2038,0.00012267,0.000140541,0.000137423
431,7257,8467,8095,1.0243,1.1844,1.1671,0.000116933,0.000135207,0.000133227
432,7176,8152,7924,1.0129,1.1404,1.1424,0.000115628,0.000130177,0.000130412
433,7267,8157,7800,1.0257,1.1411,1.1245,0.000117095,0.000130257,0.000128372
434,7319,8117,7700,1.0331,1.1355,1.1101,0.000117932,0.000129618,0.000126726
435,7295,8195,7836,1.0297,1.1464,1.1297,0.000117546,0.000130864,0.000128964
436,7089,7998,7733,1.0006,1.1188,1.1149,0.000114226,0.000127718,0.000127269
437,7465,8148,7861,1.0537,1.1398,1.1333,0.000120285,0.000130113,0.000129375
438,8171,8741,8480,1.1533,1.2227,1.2226,0.000131661,0.000139583,0.000139563
439,9153,9640,9294,1.2920,1.3485,1.3399,0.000147484,0.000153939,0.00015296
440,9627,10116,9769,1.3589,1.4151,1.4084,0.000155122,0.00016154,0.000160777
441,9680,10173,9835,1.3663,1.4231,1.4179,0.000155976,0.00016245,0.000161863
442,9699,10178,9868,1.3690,1.4238,1.4227,0.000156282,0.00016253,0.000162406
443,9638,10088,9734,1.3604,1.4112,1.4034,0.000155299,0.000161093,0.000160201
444,9306,9746,9472,1.3136,1.3633,1.3656,0.000149949,0.000155631,0.000155889
445,9344,9775,9542,1.3189,1.3674,1.3757,0.000150562,0.000156095,0.000157041
446,9291,9672,9433,1.3114,1.3530,1.3600,0.000149708,0.00015445,0.000155247
447,9229,9577,9349,1.3027,1.3397,1.3479,0.000148709,0.000152933,0.000153865
448,9292,9580,9341,1.3116,1.3401,1.3467,0.000149724,0.000152981,0.000153733
449,9522,9809,9540,1.3440,1.3721,1.3754,0.00015343,0.000156637,0.000157008
450,9607,9932,9637,1.3560,1.3894,1.3894,0.000154799,0.000158602,0.000158605
451,9170,9545,9340,1.2944,1.3352,1.3466,0.000147758,0.000152422,0.000153717
452,8718,8985,8853,1.2306,1.2569,1.2763,0.000140475,0.000143479,0.000145702
453,8422,8702,8433,1.1888,1.2173,1.2158,0.000135705,0.00013896,0.000138789
454,8201,8392,8292,1.1576,1.1739,1.1955,0.000132144,0.00013401,0.000136469
455,7748,8161,8025,1.0936,1.1416,1.1570,0.000124845,0.000130321,0.000132075
456,7532,7809,7924,1.0632,1.0924,1.1424,0.000121365,0.0001247,0.000130412
457,7552,7764,7771,1.0660,1.0861,1.1204,0.000121687,0.000123981,0.000127894
458,7468,7744,7739,1.0541,1.0833,1.1157,0.000120333,0.000123662,0.000127368
459,7351,7721,7768,1.0376,1.0801,1.1199,0.000118448,0.000123295,0.000127845
460,7127,7693,7707,1.0060,1.0761,1.1111,0.000114839,0.000122848,0.000126841
461,7460,7797,7720,1.0530,1.0907,1.1130,0.000120204,0.000124508,0.000127055
462,8260,8481,8376,1.1659,1.1864,1.2076,0.000133095,0.000135431,0.000137851
463,9197,9386,9230,1.2982,1.3130,1.3307,0.000148193,0.000149883,0.000151906
464,9649,9868,9713,1.3620,1.3804,1.4003,0.000155476,0.00015758,0.000159855
465,9647,9879,9864,1.3617,1.3819,1.4221,0.000155444,0.000157755,0.000162341
466,9677,9940,9885,1.3659,1.3905,1.4251,0.000155927,0.000158729,0.000162686
467,9673,9868,9697,1.3654,1.3804,1.3980,0.000155863,0.00015758,0.000159592
468,9294,9496,9493,1.3119,1.3284,1.3686,0.000149756,0.000151639,0.000156235
469,9349,9477,9488,1.3196,1.3257,1.3679,0.000150642,0.000151336,0.000156152
470,9273,9422,9325,1.3089,1.3180,1.3444,0.000149418,0.000150458,0.00015347
471,9211,9383,9155,1.3001,1.3126,1.3199,0.000148419,0.000149835,0.000150672
472,9249,9369,9049,1.3055,1.3106,1.3046,0.000149031,0.000149611,0.000148927
473,9470,9617,9347,1.3367,1.3453,1.3476,0.000152592,0.000153571,0.000153832
474,9495,9739,9434,1.3402,1.3624,1.3601,0.000152995,0.00015552,0.000155264
475,9176,9366,9160,1.2952,1.3102,1.3206,0.000147855,0.000149563,0.000150754
476,8645,8813,8696,1.2203,1.2328,1.2537,0.000139299,0.000140733,0.000143118
477,8390,8413,8233,1.1843,1.1769,1.1870,0.00013519,0.000134345,0.000135498
478,8165,8279,8171,1.1525,1.1581,1.1780,0.000131564,0.000132205,0.000134477
479,7725,7916,8067,1.0904,1.1073,1.1630,0.000124474,0.000126409,0.000132766
480,7481,7680,7880,1.0560,1.0743,1.1361,0.000120543,0.00012264,0.000129688
481,7442,7839,7836,1.0504,1.0966,1.1297,0.000119914,0.000125179,0.000128964
482,7375,7774,7852,1.0410,1.0875,1.1320,0.000118835,0.000124141,0.000129227
483,7427,7784,7722,1.0483,1.0889,1.1133,0.000119673,0.000124301,0.000127088
484,7324,7468,7719,1.0338,1.0447,1.1129,0.000118013,0.000119255,0.000127038
485,7681,7698,7728,1.0842,1.0768,1.1142,0.000123765,0.000122927,0.000127187
486,8237,8483,7733,1.1627,1.1867,1.1149,0.000132724,0.000135463,0.000127269
487,9236,9421,7382,1.3037,1.3179,1.0643,0.000148821,0.000150442,0.000121492
488,9681,9915,7798,1.3665,1.3870,1.1242,0.000155992,0.00015833,0.000128339
489,9709,9974,8135,1.3704,1.3952,1.1728,0.000156443,0.000159272,0.000133885
490,9773,9938,8196,1.3795,1.3902,1.1816,0.000157474,0.000158697,0.000134889
491,9778,9809,8089,1.3802,1.3721,1.1662,0.000157555,0.000156637,0.000133128
492,9482,9376,8128,1.3384,1.3116,1.1718,0.000152785,0.000149723,0.00013377
493,9506,9347,8085,1.3418,1.3075,1.1656,0.000153172,0.00014926,0.000133062
494,9366,9217,8499,1.3220,1.2893,1.2253,0.000150916,0.000147184,0.000139876
495,9294,9146,8821,1.3119,1.2794,1.2717,0.000149756,0.00014605,0.000145175
496,9366,9265,8791,1.3220,1.2960,1.2674,0.000150916,0.00014795,0.000144681
497,9583,9604,8534,1.3527,1.3435,1.2304,0.000154413,0.000153364,0.000140452
498,9661,9848,8605,1.3637,1.3776,1.2406,0.00015567,0.00015726,0.00014162
499,9269,9509,8365,1.3083,1.3302,1.2060,0.000149353,0.000151847,0.00013767
500,8826,8999,7976,1.2458,1.2588,1.1499,0.000142215,0.000143703,0.000131268
501,8527,8570,7753,1.2036,1.1988,1.1178,0.000137397,0.000136852,0.000127598
502,8307,8361,7768,1.1725,1.1696,1.1199,0.000133852,0.000133515,0.000127845
503,7914,8019,7765,1.1171,1.1217,1.1195,0.00012752,0.000128053,0.000127795
504,7705,7887,7718,1.0876,1.1033,1.1127,0.000124152,0.000125946,0.000127022
505,7645,7902,7956,1.0791,1.1054,1.1470,0.000123185,0.000126185,0.000130939
506,7557,7761,8033,1.0667,1.0857,1.1581,0.000121767,0.000123933,0.000132206
507,7374,7784,8104,1.0409,1.0889,1.1684,0.000118819,0.000124301,0.000133375
508,7178,7741,7863,1.0132,1.0829,1.1336,0.00011566,0.000123614,0.000129408
509,7497,7803,7865,1.0582,1.0915,1.1339,0.000120801,0.000124604,0.000129441
510,8279,8529,7763,1.1686,1.1931,1.1192,0.000133401,0.000136197,0.000127763
511,9232,9477,7762,1.3031,1.3257,1.1191,0.000148757,0.000151336,0.000127746
512,9689,9928,7952,1.3676,1.3888,1.1464,0.000156121,0.000158538,0.000130873
513,9781,9924,8153,1.3806,1.3882,1.1754,0.000157603,0.000158474,0.000134181
514,9895,9820,8022,1.3967,1.3737,1.1565,0.00015944,0.000156813,0.000132025
515,9887,9652,7938,1.3956,1.3502,1.1444,0.000159311,0.00015413,0.000130643
516,9531,9280,8029,1.3453,1.2981,1.1575,0.000153575,0.00014819,0.00013214
517,9557,9187,8123,1.3490,1.2851,1.1711,0.000153994,0.000146705,0.000133687
518,9427,9038,8214,1.3306,1.2643,1.1842,0.000151899,0.000144326,0.000135185
519,9315,8796,8187,1.3148,1.2304,1.1803,0.000150094,0.000140461,0.000134741
520,9388,8880,8479,1.3251,1.2422,1.2224,0.000151271,0.000141802,0.000139546
521,9525,9347,8674,1.3445,1.3075,1.2505,0.000153478,0.00014926,0.000142756
522,9647,9596,8347,1.3617,1.3423,1.2034,0.000155444,0.000153236,0.000137374
523,9197,9266,8225,1.2982,1.2962,1.1858,0.000148193,0.000147966,0.000135366
524,8699,8679,7921,1.2279,1.2141,1.1420,0.000140169,0.000138593,0.000130363
525,8429,8352,7649,1.1898,1.1683,1.1028,0.000135818,0.000133371,0.000125886
526,8233,8111,7562,1.1621,1.1346,1.0902,0.00013266,0.000129523,0.000124455
527,7854,7880,7706,1.1086,1.1023,1.1110,0.000126553,0.000125834,0.000126824
528,7634,7681,8113,1.0776,1.0745,1.1697,0.000123008,0.000122656,0.000133523
529,7557,7661,8277,1.0667,1.0717,1.1933,0.000121767,0.000122337,0.000136222
530,7502,7564,8210,1.0589,1.0581,1.1836,0.000120881,0.000120788,0.000135119
531,7452,7416,8141,1.0519,1.0374,1.1737,0.000120076,0.000118424,0.000133984
532,7317,7117,8030,1.0328,0.9956,1.1577,0.0001179,0.00011365,0.000132157
533,7589,7099,8535,1.0712,0.9931,1.2305,0.000122283,0.000113362,0.000140468
534,8281,7075,8405,1.1689,0.9897,1.2118,0.000133433,0.000112979,0.000138329
535,9254,7141,9168,1.3062,0.9989,1.3218,0.000149111,0.000114033,0.000150886
536,9760,7565,9681,1.3776,1.0582,1.3957,0.000157265,0.000120804,0.000159329
537,9848,7837,9735,1.3901,1.0963,1.4035,0.000158683,0.000125147,0.000160218
538,9931,7912,9815,1.4018,1.1068,1.4150,0.00016002,0.000126345,0.000161534
539,9874,8034,9632,1.3937,1.1238,1.3887,0.000159102,0.000128293,0.000158522
540,9592,8029,9331,1.3539,1.1231,1.3453,0.000154558,0.000128213,0.000153569
541,9564,7976,9420,1.3500,1.1157,1.3581,0.000154107,0.000127367,0.000155033
542,9392,7881,9273,1.3257,1.1024,1.3369,0.000151335,0.00012585,0.000152614
543,9253,7801,9147,1.3061,1.0913,1.3187,0.000149095,0.000124572,0.00015054
544,9175,7486,9111,1.2951,1.0472,1.3135,0.000147839,0.000119542,0.000149948
545,9400,8081,9332,1.3268,1.1304,1.3454,0.000151464,0.000129043,0.000153585
546,9464,8521,9550,1.3359,1.1920,1.3768,0.000152495,0.00013607,0.000157173
547,9076,8252,9232,1.2811,1.1543,1.3310,0.000146243,0.000131774,0.000151939
548,8585,7885,8768,1.2118,1.1030,1.2641,0.000138332,0.000125914,0.000144303
549,8276,7730,8352,1.1682,1.0813,1.2041,0.000133353,0.000123438,0.000137456
550,8146,7676,8175,1.1498,1.0738,1.1786,0.000131258,0.000122576,0.000134543
551,7862,7557,7917,1.1097,1.0571,1.1414,0.000126682,0.000120676,0.000130297
552,7661,7576,7879,1.0814,1.0598,1.1359,0.000123443,0.000120979,0.000129672
553,7542,7579,7897,1.0646,1.0602,1.1385,0.000121526,0.000121027,0.000129968
554,7505,7486,8021,1.0593,1.0472,1.1564,0.00012093,0.000119542,0.000132009
555,7431,7619,7987,1.0489,1.0658,1.1515,0.000119737,0.000121666,0.000131449
556,7138,7440,7869,1.0075,1.0408,1.1345,0.000115016,0.000118807,0.000129507
557,7208,7378,7832,1.0174,1.0321,1.1291,0.000116144,0.000117817,0.000128898
558,7024,7103,8500,0.9914,0.9936,1.2255,0.000113179,0.000113426,0.000139892
559,7119,7030,9323,1.0049,0.9834,1.3441,0.00011471,0.00011226,0.000153437
560,7602,7235,9818,1.0730,1.0121,1.4155,0.000122492,0.000115534,0.000161584
561,7900,7483,9883,1.1151,1.0468,1.4248,0.000127294,0.000119494,0.000162653
562,8027,7739,9946,1.1330,1.0826,1.4339,0.000129341,0.000123582,0.00016369
563,8013,7810,9745,1.1310,1.0925,1.4049,0.000129115,0.000124716,0.000160382
564,8052,7988,9514,1.1366,1.1174,1.3716,0.000129743,0.000127558,0.00015658
565,8000,7889,9582,1.1292,1.1036,1.3814,0.000128906,0.000125977,0.000157699
566,7956,7741,9466,1.1230,1.0829,1.3647,0.000128197,0.000123614,0.00015579
567,8031,7380,9387,1.1336,1.0324,1.3533,0.000129405,0.000117849,0.00015449
568,8080,7398,9406,1.1405,1.0349,1.3561,0.000130195,0.000118137,0.000154803
569,8505,7736,9526,1.2005,1.0822,1.3734,0.000137043,0.000123534,0.000156778
570,8661,8115,9659,1.2225,1.1352,1.3925,0.000139556,0.000129586,0.000158967
571,8429,7975,9319,1.1898,1.1156,1.3435,0.000135818,0.000127351,0.000153371
572,8014,7630,8825,1.1312,1.0673,1.2723,0.000129131,0.000121842,0.000145241
573,7821,7380,8416,1.1039,1.0324,1.2133,0.000126021,0.000117849,0.00013851
574,7724,7293,8363,1.0903,1.0202,1.2057,0.000124458,0.00011646,0.000137637
575,7457,7298,8207,1.0526,1.0209,1.1832,0.000120156,0.00011654,0.00013507
576,7299,7229,8389,1.0303,1.0112,1.2095,0.00011761,0.000115438,0.000138065
577,7081,7366,8557,0.9995,1.0304,1.2337,0.000114098,0.000117626,0.00014083
578,7151,7409,8439,1.0094,1.0364,1.2167,0.000115225,0.000118312,0.000138888
579,7232,7493,8411,1.0208,1.0482,1.2126,0.000116531,0.000119654,0.000138427
580,7059,7534,8414,0.9964,1.0539,1.2131,0.000113743,0.000120309,0.000138477
581,7193,7692,8380,1.0153,1.0760,1.2082,0.000115902,0.000122832,0.000137917
582,6883,8135,8530,0.9715,1.1380,1.2298,0.000110907,0.000129906,0.000140386
583,6580,9067,9317,0.9288,1.2683,1.3432,0.000106025,0.000144789,0.000153338
584,6774,9507,9807,0.9562,1.3299,1.4139,0.000109151,0.000151815,0.000161402
585,7028,9443,9893,0.9920,1.3209,1.4263,0.000113244,0.000150793,0.000162818
586,7161,9337,9942,1.0108,1.3061,1.4333,0.000115387,0.0001491,0.000163624
